test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,65536,1,1,0,0,0,0,0,6.952335,102599760.000000,9.619228
ofs-update,1,1,0,1,128,65536,1,1,128,0.293303,9103712.000000,0.015561,2228992.000000,0,0,9.619228
ofs-update,1,1,0,1,128,65536,1,1,512,0.266707,5740064.000000,0.015662,3622112.000000,0,0,9.619228
ofs-update,1,1,0,1,128,65536,1,1,1024,0.273133,5731424.000000,0.021711,5572480.000000,0,0,9.619228
ofs-update,1,1,0,1,128,65536,1,1,4096,0.247248,5742944.000000,0.080658,13095328.000000,0,0,9.619228
